Gender,Race,Age_at_Release,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years
1,0,2,0.0,10.0,1.0,2,0,3.0,3,5,0,1,2,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,55.42481203007519,0,0,0,0,1,0.5542488619119879,0,1
1,0,3,1.0,1.0,2.0,0,3,3.0,3,3,1,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,3,29.3953488372093,1,1,0,0,1,0.5779272151898734,1,1
1,0,1,0.0,7.0,2.0,2,1,2.0,2,10,3,1,4,0,0,0,1,4,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,88.5,0,0,0,1,1,0.6878531073446328,0,1
1,0,0,0.0,8.0,0.0,1,2,-1.0,2,6,1,0,0,4,0,0,1,1,0,0,2,0,0,1,1,0,0,1,0,0,4,9,3,1,88.18181818181819,1,0,0,0,0,0.0,0,0
1,1,6,0.0,2.0,-1.0,2,3,2.0,0,10,5,3,5,0,1,0,3,2,1,3,0,0,0,1,0,0,0,0,0,0,0,7,0,0,15.0,0,0,0,0,1,1.0,0,1
1,1,2,0.0,8.0,0.0,0,3,2.0,0,5,1,0,2,1,0,0,2,0,0,1,2,0,1,0,0,0,0,1,0,0,0,5,0,2,30.33333333333333,0,0,0,0,2,2.006868131868132,0,0
1,1,3,1.0,10.0,1.0,1,3,2.0,0,10,1,0,4,3,1,0,3,3,0,3,1,0,0,1,1,0,0,1,0,0,0,10,2,2,89.36363636363636,1,0,1,0,1,1.1146998982706,0,0
1,1,2,0.0,7.0,0.0,1,1,0.0,0,7,6,1,4,4,0,0,2,3,1,3,1,1,0,1,1,0,0,0,0,0,0,6,0,2,233.5,0,0,0,0,1,0.7821199143468951,0,0
1,0,3,0.0,5.0,2.0,1,0,0.0,2,6,0,0,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55.42481203007519,0,0,0,0,1,0.307449494949495,0,1
1,0,6,0.0,1.0,-1.0,2,2,0.0,2,10,6,2,5,4,0,0,3,4,0,3,2,0,0,0,0,0,0,1,0,1,4,0,0,2,147.0,0,0,0,0,0,0.0,0,1
1,1,1,1.0,2.0,1.0,2,0,4.0,2,5,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,4,4,0,0,69.45454545454545,0,0,0,0,1,0.4780759162303664,1,1
0,1,5,-1.0,10.0,1.0,0,2,2.0,3,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.78571428571428,0,0,0,0,1,0.5391143911439115,0,1
1,0,2,0.0,5.0,2.0,0,0,2.0,2,5,3,0,3,0,0,0,3,0,0,2,0,0,1,0,0,0,0,1,0,1,2,0,0,0,55.42481203007519,0,0,0,0,0,0.0,0,1
1,0,1,1.0,8.0,0.0,1,3,0.0,3,4,2,2,0,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,10,0,0,149.0,1,0,0,0,1,0.2042785234899329,0,0
1,1,5,0.0,8.0,0.0,0,2,2.0,0,10,2,1,5,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,95.0,0,0,0,0,2,1.922368421052632,0,1
1,0,4,0.0,4.0,2.0,0,3,-1.0,2,10,6,3,5,0,0,0,3,4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55.42481203007519,0,0,0,0,2,1.0,0,0
1,1,1,0.0,10.0,2.0,2,1,0.0,0,6,2,0,2,4,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,99.0,1,0,1,0,0,0.0,0,0
1,0,1,0.0,8.0,0.0,1,0,2.0,0,4,1,2,3,0,0,0,1,0,0,3,0,0,0,1,1,1,0,0,0,0,0,2,2,1,57.90909090909091,0,0,0,0,2,1.720172684458399,0,0
1,1,2,0.0,6.0,0.0,2,2,0.0,2,4,6,0,2,1,0,0,1,3,0,0,2,0,0,1,1,0,0,0,0,0,0,10,3,0,139.0,0,0,0,0,1,2.627697841726619,0,1
1,1,5,0.0,5.0,1.0,1,0,3.0,3,2,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,45.75,0,0,0,0,1,1.0,0,1
1,0,2,0.0,6.0,0.0,1,3,2.0,3,2,2,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,9,1,0,46.5,1,0,0,0,1,0.9818548387096774,0,0
1,0,2,0.0,7.0,0.0,2,1,0.0,1,5,5,0,0,3,0,0,0,4,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,238.5714285714286,0,0,0,0,1,0.2187125748502994,0,1
0,1,3,-1.0,4.0,2.0,1,3,0.0,2,8,4,0,1,3,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,143.0,0,0,0,0,0,0.0,0,0
0,1,3,-1.0,5.0,2.0,2,3,0.0,2,6,2,0,3,1,0,0,0,2,0,2,0,0,0,1,1,0,0,1,1,0,4,10,3,0,50.6875,1,1,1,0,0,0.0,0,1
0,1,2,-1.0,4.0,2.0,2,0,2.0,2,4,2,0,3,0,0,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,7,0,0,71.6,0,0,0,0,2,6.0,0,1
1,0,4,0.0,8.0,2.0,1,1,-1.0,3,2,4,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,55.42481203007519,0,0,0,0,2,1.0,0,1
1,1,1,0.0,10.0,1.0,1,3,2.0,3,6,3,0,5,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,6,0,0,28.55555555555556,0,0,1,0,1,3.553015564202335,0,0
1,0,1,0.0,10.0,1.0,1,3,3.0,2,5,5,2,0,2,1,0,2,0,0,0,1,1,0,1,0,1,0,1,0,0,2,10,3,1,25.06666666666667,1,1,0,0,1,0.9714095744680852,0,0
1,0,0,0.0,7.0,1.0,1,3,2.0,2,5,1,0,1,3,0,1,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,6,3,0,55.42481203007519,0,0,0,0,0,0.0,0,0
0,0,1,-1.0,9.0,2.0,2,3,2.0,3,7,5,3,1,2,0,1,2,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,338.8,0,0,0,0,1,0.2156139315230224,0,1
1,1,4,0.0,3.0,1.0,1,0,3.0,3,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,235.3333333333333,0,0,0,0,2,1.034702549575071,0,1
1,0,5,0.0,5.0,1.0,1,1,1.0,0,10,6,1,5,0,0,0,3,2,1,3,0,0,0,0,1,1,1,1,0,0,3,2,3,0,146.5,0,0,0,0,1,0.6232935153583617,0,0
1,1,2,1.0,2.0,-1.0,2,1,0.0,0,4,6,1,0,3,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,4,1,3,1,46.33333333333334,1,0,1,0,0,0.0,0,0
1,0,2,0.0,8.0,2.0,1,1,3.0,3,5,6,2,1,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,66.6,0,0,0,0,0,0.0,0,1
1,1,1,0.0,1.0,-1.0,2,1,3.0,0,5,5,2,3,2,1,0,2,2,1,3,1,1,0,1,1,0,0,1,0,0,4,10,3,1,90.2,1,0,0,0,0,0.0,0,0
1,0,1,1.0,7.0,0.0,2,1,2.0,2,7,5,1,2,1,0,0,1,3,1,0,1,0,1,0,0,0,0,0,0,0,4,0,0,1,218.5,0,0,0,0,0,0.0,0,0
1,0,6,0.0,9.0,1.0,1,0,3.0,3,10,2,3,5,0,0,0,3,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,3,99.33333333333331,0,0,0,0,2,4.0,0,0
1,1,6,0.0,4.0,2.0,1,3,0.0,2,8,6,0,3,5,0,0,2,4,0,2,2,0,0,1,0,0,0,0,0,0,0,5,0,0,25.8125,0,0,0,0,2,0.8843825665859565,0,0
1,0,6,0.0,7.0,2.0,0,0,2.0,0,10,6,3,5,0,0,0,3,4,1,3,0,1,0,0,0,0,0,0,0,1,4,4,0,3,31.72222222222222,1,0,0,0,1,0.6396672504378283,1,0
1,0,6,0.0,2.0,2.0,2,0,3.0,1,4,4,3,2,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,10,1,0,46.03846153846154,1,0,0,0,1,0.9154135338345863,0,1
1,0,1,0.0,6.0,0.0,2,0,1.0,2,6,6,1,3,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,6,3,0,47.0,1,0,0,0,1,1.0,0,0
1,0,2,0.0,8.0,1.0,2,2,3.0,3,8,2,2,0,5,1,0,3,1,1,0,2,0,0,1,1,1,1,0,0,0,4,10,0,3,10.05454545454545,1,1,0,0,1,0.660488245931284,0,0
1,1,6,0.0,2.0,2.0,0,3,3.0,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,235.4,0,0,0,0,1,0.3103228547153781,1,1
1,0,3,1.0,1.0,-1.0,2,3,-1.0,1,10,1,0,2,4,0,0,3,2,0,1,2,0,0,1,0,0,0,0,1,0,0,10,0,1,20.64285714285714,1,0,0,0,1,3.791522491349481,0,0
1,0,1,1.0,7.0,0.0,0,3,3.0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,4,8,1,3,121.1,1,0,0,0,2,0.6032204789430223,0,1
1,0,1,0.0,6.0,1.0,2,0,3.0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,45.83333333333334,0,0,0,0,1,1.0,0,1
1,0,2,1.0,8.0,1.0,1,2,3.0,0,6,2,1,1,3,0,1,2,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,28.0,1,0,0,0,2,2.0,0,0
1,0,1,1.0,7.0,2.0,1,3,0.0,0,3,2,0,0,3,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,6,0,0,199.5,0,0,0,0,1,0.9154135338345863,0,0
1,0,1,0.0,8.0,0.0,1,2,3.0,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,4,10,1,2,19.46153846153846,1,0,0,0,1,1.0,0,0
1,0,1,1.0,10.0,1.0,2,0,3.0,3,3,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,2,10,3,0,33.51851851851852,1,0,0,0,0,0.0,0,0
1,0,3,0.0,9.0,1.0,2,3,1.0,3,10,2,3,4,1,0,1,3,2,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,55.42481203007519,0,0,0,0,0,0.0,1,0
1,1,4,0.0,6.0,0.0,0,0,0.0,2,9,5,2,5,2,1,0,1,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,55.42481203007519,0,0,0,0,1,0.6441798941798942,0,1
1,1,3,1.0,6.0,0.0,2,0,0.0,1,10,4,1,2,4,0,1,3,1,0,2,2,0,0,1,1,0,0,0,0,0,2,0,0,1,321.6666666666667,0,0,0,0,0,0.0,0,0
1,0,1,1.0,8.0,2.0,2,3,2.0,0,8,4,0,3,3,0,1,3,4,0,2,2,0,1,1,0,1,0,0,0,0,0,0,0,2,55.42481203007519,0,0,0,0,0,0.0,0,0
1,0,1,0.0,6.0,1.0,1,1,2.0,1,5,3,3,1,1,0,1,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,55.42481203007519,0,0,0,0,1,1.0,0,0
1,1,1,1.0,9.0,1.0,1,0,2.0,2,8,5,3,3,0,1,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.42857142857143,1,0,1,0,0,0.0,0,0
1,0,1,1.0,7.0,0.0,1,0,2.0,2,4,4,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,4,0,0,1,176.6666666666667,0,0,0,0,0,0.0,0,0
0,1,4,-1.0,6.0,0.0,2,3,-1.0,1,5,4,1,3,1,1,0,0,3,0,1,0,0,0,1,1,0,0,0,0,0,0,10,0,1,89.5,0,0,0,0,1,0.4081005586592179,0,1
1,0,1,0.0,9.0,1.0,2,3,3.0,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,44.0,1,0,0,0,1,1.0,0,0
1,0,3,0.0,7.0,0.0,1,3,2.0,0,6,6,1,5,0,0,0,2,3,1,2,0,0,1,1,1,0,0,0,0,1,0,2,2,2,55.42481203007519,0,0,0,0,1,1.394083969465649,0,0
1,0,1,1.0,6.0,2.0,2,2,0.0,0,4,1,0,0,2,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,5,0,1,173.0,0,0,0,0,1,1.055635838150289,0,1
1,0,2,1.0,3.0,2.0,1,0,0.0,1,5,1,0,0,3,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,4,0,0,2,58.10526315789474,1,0,0,1,1,0.6616847826086957,0,1
1,1,6,0.0,3.0,1.0,0,3,4.0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,19.82352941176471,0,0,0,0,2,1.0,1,1
1,0,5,0.0,4.0,2.0,1,2,0.0,1,10,6,3,0,5,1,0,3,4,0,0,2,0,0,1,1,0,0,1,0,1,1,10,0,0,28.22413793103448,0,0,0,0,1,0.4462431276725717,1,1
1,0,1,0.0,8.0,0.0,2,2,3.0,0,4,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,6,2,2,52.0,1,0,0,0,1,0.3426360225140713,0,1
1,0,1,0.0,6.0,0.0,2,1,1.0,2,4,2,0,0,4,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,101.0,0,0,0,0,0,0.0,0,1
1,0,5,0.0,5.0,2.0,2,3,0.0,3,10,6,2,4,5,0,0,3,4,0,1,2,0,0,1,1,0,0,1,1,0,0,0,0,1,907.5,0,0,0,0,1,0.2012396694214876,0,1
1,0,3,0.0,4.0,2.0,1,3,1.0,2,10,3,3,5,0,1,1,3,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,62.36363636363637,0,0,0,0,2,0.5324344023323615,0,1
1,1,2,0.0,9.0,1.0,0,1,4.0,1,4,5,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,4,1,0,1,55.42481203007519,0,0,0,0,1,0.4247093023255814,0,1
1,0,1,0.0,9.0,1.0,1,1,0.0,0,10,6,0,2,5,0,0,2,4,0,0,2,0,1,1,0,0,0,1,0,0,3,0,3,3,29.76,0,0,0,0,1,0.4909274193548387,0,0
1,0,6,0.0,6.0,0.0,2,0,2.0,3,10,1,0,5,0,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,2,0,0,2,29.86363636363636,0,0,0,0,0,0.0,1,0
1,0,1,0.0,10.0,1.0,2,2,2.0,3,5,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,99.0,1,0,0,0,1,0.5270562770562771,0,0
1,1,3,1.0,8.0,0.0,0,0,2.0,3,7,3,0,5,0,0,0,1,1,0,3,0,0,1,1,1,1,0,0,0,0,4,0,0,0,55.42481203007519,0,0,0,0,0,0.0,0,0
1,0,1,0.0,8.0,0.0,1,1,-1.0,0,8,1,0,2,5,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,180.75,0,0,0,0,1,0.5051867219917012,0,0
1,0,3,0.0,5.0,1.0,0,3,3.0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,45.75,0,0,0,0,2,0.7983606557377049,0,1
1,0,6,0.0,4.0,2.0,0,0,2.0,0,10,6,0,5,0,0,0,3,4,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,2,104.8,0,0,0,0,1,0.3485209923664122,0,0
1,0,0,0.0,9.0,1.0,1,0,3.0,0,2,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,65.14285714285714,0,0,0,0,0,0.0,0,1
1,1,6,0.0,3.0,2.0,1,1,1.0,0,10,2,0,5,4,0,1,3,1,0,3,2,0,0,1,0,0,0,0,0,0,0,6,1,0,73.66666666666667,0,0,0,0,0,0.0,0,0
1,0,1,0.0,7.0,0.0,0,1,3.0,3,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,470.5,0,0,0,0,1,0.3881509032943677,0,0
1,1,2,0.0,6.0,1.0,1,3,3.0,3,5,0,1,1,1,0,0,2,0,0,1,0,0,0,1,1,1,1,0,0,0,0,10,1,2,131.3636363636364,1,0,0,0,1,0.5055363321799308,0,0
1,1,5,0.0,3.0,1.0,0,3,3.0,3,0,5,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,2,54.88235294117647,1,0,0,0,1,0.3914790996784566,0,0
0,0,1,-1.0,10.0,1.0,2,0,0.0,0,4,4,0,1,3,0,0,2,2,0,1,2,1,0,1,1,0,0,0,0,0,3,0,0,0,55.42481203007519,1,0,0,0,1,0.6352173913043477,0,1
1,0,1,0.0,6.0,2.0,1,0,0.0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,55.42481203007519,0,0,0,0,2,1.378301886792453,1,1
1,1,1,0.0,7.0,2.0,1,0,2.0,2,5,2,0,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,4,3,3,0,9.425,1,0,0,0,2,1.937665782493369,0,1
1,0,5,0.0,2.0,1.0,0,1,3.0,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,60.5,0,0,0,0,1,1.0,0,0
1,0,6,0.0,6.0,0.0,0,3,2.0,0,10,1,0,5,0,0,0,3,2,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,1,277.0,0,0,0,0,0,0.0,0,0
1,1,1,0.0,8.0,2.0,2,1,-1.0,0,5,5,0,3,3,0,0,2,0,0,0,2,1,0,1,0,0,0,0,0,0,2,1,0,1,67.4,0,0,0,0,2,1.0,0,1
1,1,5,0.0,4.0,1.0,1,0,4.0,3,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,4,0,0,1,42.25,0,0,0,0,1,0.5403106508875739,1,0
1,0,2,0.0,5.0,2.0,1,2,3.0,0,5,1,2,2,0,0,0,3,1,1,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,21.8,0,0,0,0,2,2.0,0,1
1,0,3,0.0,1.0,2.0,2,0,2.0,0,10,6,3,5,3,1,0,1,4,1,3,1,0,0,1,1,0,0,0,0,0,0,10,3,0,15.06060606060606,1,1,0,0,1,2.204728370221328,0,0
0,0,0,-1.0,8.0,0.0,1,3,3.0,3,5,0,1,3,0,0,0,3,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,55.42481203007519,0,0,0,0,2,3.0,0,0
1,0,1,1.0,8.0,0.0,2,2,0.0,2,6,3,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,4,10,3,3,120.75,1,0,0,0,1,0.3781055900621118,1,0
1,1,3,0.0,7.0,1.0,1,3,3.0,3,8,5,0,5,1,0,0,1,3,1,1,1,0,0,1,1,1,0,0,0,0,0,6,0,1,80.56521739130434,0,0,0,0,1,0.9855639503507824,0,1
1,0,1,0.0,8.0,-1.0,1,0,0.0,1,4,1,0,0,3,0,0,2,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,55.42481203007519,0,0,0,0,0,0.0,0,0
1,0,1,1.0,7.0,1.0,2,1,2.0,3,3,6,0,3,1,0,0,1,3,0,3,1,0,0,1,1,0,1,1,0,0,4,6,3,0,61.83333333333334,1,1,0,0,0,0.0,0,0
1,0,1,0.0,1.0,2.0,2,2,-1.0,0,3,1,0,0,2,0,1,1,0,0,0,2,1,0,1,1,0,0,0,0,0,3,10,1,0,11.875,1,0,0,0,0,0.0,0,0
0,0,3,-1.0,10.0,2.0,2,3,0.0,0,4,0,1,1,0,0,0,3,0,1,0,1,0,0,1,1,0,0,0,0,0,2,5,1,1,18.75,0,0,0,0,2,1.948,0,1
0,1,2,-1.0,9.0,1.0,1,3,0.0,2,8,3,0,0,5,0,0,1,2,0,0,2,1,0,1,0,0,0,0,0,0,0,6,0,1,24.0,0,0,0,0,0,0.0,0,0
1,1,4,0.0,6.0,0.0,0,3,2.0,0,6,3,0,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,283.0,0,0,0,0,1,0.6453180212014135,0,1
1,0,1,1.0,7.0,2.0,2,0,2.0,1,4,0,0,3,0,0,0,3,0,0,3,0,1,0,1,1,0,0,0,1,0,3,0,0,0,4.0,1,0,0,0,0,0.0,0,1
1,0,2,0.0,8.0,0.0,0,3,2.0,0,3,3,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.42481203007519,0,0,0,0,1,2.0,0,0
1,0,1,1.0,7.0,0.0,2,3,-1.0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,43.8,1,0,1,0,1,0.833904109589041,0,0
1,1,3,1.0,4.0,2.0,1,2,3.0,1,10,5,1,4,0,0,0,3,2,1,2,0,0,0,0,1,1,0,1,1,0,3,0,0,1,24.09090909090909,0,0,1,0,0,0.0,0,0
1,1,0,1.0,7.0,0.0,1,0,-1.0,3,3,1,1,2,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,20.0,0,0,0,0,1,1.0,0,0
1,0,1,0.0,8.0,0.0,2,0,3.0,0,2,4,1,2,1,0,1,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55.42481203007519,0,0,0,0,1,0.6265008576329331,0,0
1,1,1,0.0,1.0,2.0,2,0,1.0,2,4,1,0,1,2,0,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,4,10,3,0,66.14285714285714,1,0,1,0,0,0.0,0,0
1,1,4,1.0,6.0,0.0,1,0,3.0,1,3,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,2,54.59090909090909,0,0,1,0,1,0.9123646960865944,0,1
1,1,4,1.0,4.0,0.0,0,3,0.0,2,3,2,2,0,3,1,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,10,0,1,24.84615384615385,0,0,1,0,0,0.0,0,1
1,1,1,0.0,6.0,1.0,2,0,4.0,3,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10,0,0,46.4375,0,0,0,0,1,0.4915881561238223,1,1
1,0,5,0.0,9.0,1.0,1,3,-1.0,3,10,6,1,1,5,1,0,3,4,1,1,2,1,0,1,1,0,0,0,0,0,0,5,0,0,8.5,1,0,1,0,0,0.0,0,0
1,0,3,1.0,6.0,0.0,2,1,3.0,1,5,0,1,0,1,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,55.42481203007519,0,0,0,0,1,0.7738347457627118,1,0
1,0,2,0.0,6.0,2.0,0,0,3.0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,10,0,0,55.42481203007519,1,0,0,0,0,0.6352173913043477,0,1
1,0,1,0.0,8.0,2.0,2,0,0.0,2,8,6,1,3,5,0,0,2,3,0,3,2,0,1,1,0,0,0,0,0,0,0,0,0,2,18.35,1,0,0,0,2,2.985694822888283,0,1
0,1,2,-1.0,7.0,2.0,1,1,0.0,2,6,0,0,0,5,0,0,3,2,0,0,2,0,0,1,0,0,0,0,0,0,4,8,3,0,8.666666666666666,0,1,1,1,0,0.0,1,1
1,0,1,0.0,7.0,0.0,2,2,0.0,3,5,0,1,2,2,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,6,0,0,43.61538461538461,0,0,0,0,0,0.0,1,0
1,0,5,0.0,4.0,2.0,1,1,3.0,0,9,6,3,2,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,2,136.8,0,0,0,0,1,0.5339912280701754,0,0
1,1,4,0.0,3.0,1.0,0,2,3.0,3,5,3,3,0,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,12.66666666666667,0,0,1,0,1,3.392414860681115,0,0
1,0,6,0.0,2.0,1.0,2,2,0.0,2,10,5,3,5,5,0,1,3,2,1,3,2,0,0,1,0,1,0,0,1,0,4,0,0,0,55.42481203007519,0,0,0,0,0,0.0,0,0
0,1,4,-1.0,4.0,2.0,0,2,2.0,2,4,3,0,5,0,0,0,1,2,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,55.42481203007519,0,0,0,0,2,3.0,0,0
1,0,4,1.0,8.0,0.0,1,3,3.0,1,9,6,2,1,5,0,1,1,1,1,0,2,1,0,1,1,0,0,0,0,0,0,6,0,0,25.0,0,0,0,0,0,0.0,0,0
1,1,5,0.0,3.0,2.0,2,1,0.0,0,6,4,1,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,657.0,0,0,0,0,1,0.5559360730593608,0,0
1,0,2,0.0,5.0,1.0,0,3,3.0,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,165.8571428571429,0,0,0,0,2,0.6291989664082688,0,1
1,0,6,0.0,4.0,2.0,2,0,2.0,0,8,6,1,5,0,0,0,3,3,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,2,32.66666666666666,0,1,0,0,0,0.0,0,0
1,1,1,0.0,9.0,2.0,2,0,1.0,0,3,3,0,2,2,0,1,0,1,0,2,1,0,1,1,1,0,0,0,0,0,2,9,1,0,20.15789473684211,0,0,0,1,2,0.9536553524804176,0,0
1,0,2,0.0,7.0,0.0,2,3,0.0,0,8,6,1,0,5,0,1,3,4,0,0,2,1,0,1,1,0,0,0,0,0,0,1,0,0,391.6666666666667,0,0,0,0,1,0.6217021276595746,0,0
1,0,1,1.0,9.0,2.0,2,1,1.0,3,3,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,32.8,0,0,0,0,0,0.0,0,0
1,1,4,0.0,3.0,2.0,1,1,0.0,2,10,6,1,3,3,0,1,2,4,0,2,1,0,0,1,0,0,0,0,0,0,3,6,3,0,58.14285714285715,0,0,1,0,2,0.8974201474201474,0,0
1,0,3,0.0,6.0,-1.0,2,3,2.0,2,10,6,3,5,2,0,0,3,4,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,55.42481203007519,0,0,0,0,0,0.0,0,0
